interaction_id,user_id,product_id,session_id,interaction_type,timestamp,dwell_time_ms
e382703d-80bf-441b-83d6-d9fdb7a728fc,1a79b3ad-9153-45c1-af35-cb5c64c34e58,1660a6f2-7ef5-4f47-a4aa-e917f41e014e,00037612-9818-4e68-b02f-427a59d30146,view,28:25.0,28344
1abc42ff-6101-46e7-b696-107f06ae4102,5028f376-4a0b-40f8-80c8-445a43f58b66,110a2ddd-f5aa-48b6-82ca-fc3073278426,000864f7-65b7-4bf0-a2f5-7bd294634f65,view,12:21.0,10472
817174ef-dd4e-4405-9443-76629e7e83ef,5028f376-4a0b-40f8-80c8-445a43f58b66,b47d09df-cbf3-4a7e-a7dc-3d8fba9ede4c,000864f7-65b7-4bf0-a2f5-7bd294634f65,view,13:03.9,7200
bf0d85f3-d2a3-4aef-babd-f75a1af34735,5028f376-4a0b-40f8-80c8-445a43f58b66,520cf0b3-8fe9-42ba-a245-f42e60a656d9,000864f7-65b7-4bf0-a2f5-7bd294634f65,view,14:16.1,15811
aedc2100-c0d6-40ba-91ba-5f24d891f587,5028f376-4a0b-40f8-80c8-445a43f58b66,520cf0b3-8fe9-42ba-a245-f42e60a656d9,000864f7-65b7-4bf0-a2f5-7bd294634f65,view,14:16.1,15811
4979bc29-dae4-4ac0-a4b2-4510251ab9ae,5028f376-4a0b-40f8-80c8-445a43f58b66,b47d09df-cbf3-4a7e-a7dc-3d8fba9ede4c,000864f7-65b7-4bf0-a2f5-7bd294634f65,click,15:47.3,4104
7aa35525-30a7-4769-b5f8-47c84ecc0e99,5028f376-4a0b-40f8-80c8-445a43f58b66,b603e662-1c53-4f3c-afed-7a8f43a94953,000864f7-65b7-4bf0-a2f5-7bd294634f65,click,19:12.8,1085
958f5dac-53c9-42cc-ba3b-908694819e0f,5028f376-4a0b-40f8-80c8-445a43f58b66,b603e662-1c53-4f3c-afed-7a8f43a94953,000864f7-65b7-4bf0-a2f5-7bd294634f65,click,19:12.8,1085
07c9e9be-48f7-4631-9619-498c76df7ac9,5028f376-4a0b-40f8-80c8-445a43f58b66,99aee34b-3b16-4337-8132-f183349dfd69,000864f7-65b7-4bf0-a2f5-7bd294634f65,add_to_wishlist,21:01.8,14358
e99dc785-cdbb-45a0-87a6-0008f483c4bc,19ab28e4-83fc-47f0-83dd-42360bdd482c,db8a054f-7069-4c80-b41f-21ac10d45981,000aa151-8958-4879-8d4b-6b656e335e25,view,47:17.0,13526
9b6cdb3d-3012-4aec-84e9-948799cd2a7d,19ab28e4-83fc-47f0-83dd-42360bdd482c,3b27636c-a2bd-4c64-b03c-ac8bf64ce0bc,000aa151-8958-4879-8d4b-6b656e335e25,view,47:30.9,46411
79c01068-1452-4884-9b6e-5a799ee1fac4,19ab28e4-83fc-47f0-83dd-42360bdd482c,b73b38a1-df92-44b3-bfd8-e3189d42f74f,000aa151-8958-4879-8d4b-6b656e335e25,view,48:37.8,20175
27f5b47b-aa79-4ac3-836e-52c2d823a480,19ab28e4-83fc-47f0-83dd-42360bdd482c,c2e39751-db17-424f-8d71-61ec7ecad424,000aa151-8958-4879-8d4b-6b656e335e25,view,51:40.0,36241
515c3a25-11d6-4438-9954-b1c12008fc07,19ab28e4-83fc-47f0-83dd-42360bdd482c,db8a054f-7069-4c80-b41f-21ac10d45981,000aa151-8958-4879-8d4b-6b656e335e25,view,52:20.1,15787
5240ac41-4543-44af-b1cd-89be97f67827,19ab28e4-83fc-47f0-83dd-42360bdd482c,db8a054f-7069-4c80-b41f-21ac10d45981,000aa151-8958-4879-8d4b-6b656e335e25,view,52:36.5,14451
2d82b7b1-f6ca-40bc-a64c-51045aabb67d,19ab28e4-83fc-47f0-83dd-42360bdd482c,db8a054f-7069-4c80-b41f-21ac10d45981,000aa151-8958-4879-8d4b-6b656e335e25,view,52:56.0,38602
732bab71-4d36-4481-a268-1126f9fe24d4,19ab28e4-83fc-47f0-83dd-42360bdd482c,44743d2d-52f5-41bc-b267-ff0894c9d033,000aa151-8958-4879-8d4b-6b656e335e25,add_to_wishlist,54:10.6,12810
9a851d37-f1cd-4690-9a9f-a9cc398ba888,9d45c780-b74c-4bb8-a28a-be9608c525e9,58fd8edb-60ef-4856-bf1f-644ffc133d12,00135af2-1c87-48b3-a067-5150f3d916d6,view,38:08.0,16274
4eab9d92-e1f6-4c8e-88e3-3d8669200af4,9d45c780-b74c-4bb8-a28a-be9608c525e9,58fd8edb-60ef-4856-bf1f-644ffc133d12,00135af2-1c87-48b3-a067-5150f3d916d6,view,38:26.4,68572
0fbd7ad3-06d2-4f39-8ca4-c615d4f1ae95,9d45c780-b74c-4bb8-a28a-be9608c525e9,58fd8edb-60ef-4856-bf1f-644ffc133d12,00135af2-1c87-48b3-a067-5150f3d916d6,view,39:35.3,30901
7d7099d2-5a62-4465-9da6-a4fad9f33a15,9d45c780-b74c-4bb8-a28a-be9608c525e9,83193959-a250-4c8f-a4ac-62280593a762,00135af2-1c87-48b3-a067-5150f3d916d6,click,40:11.5,3676
5cab9285-508f-41e0-af90-854d584db5bd,9d45c780-b74c-4bb8-a28a-be9608c525e9,e02fe3f7-3668-4375-b761-bd50a67f3b71,00135af2-1c87-48b3-a067-5150f3d916d6,add_to_cart,40:24.9,12155
05156692-2dc0-4b8b-897c-c6170c753ca8,9d45c780-b74c-4bb8-a28a-be9608c525e9,e02fe3f7-3668-4375-b761-bd50a67f3b71,00135af2-1c87-48b3-a067-5150f3d916d6,add_to_cart,40:43.6,13921
849fd745-278d-43a4-a248-24ffbf772f17,9d45c780-b74c-4bb8-a28a-be9608c525e9,e02fe3f7-3668-4375-b761-bd50a67f3b71,00135af2-1c87-48b3-a067-5150f3d916d6,remove_from_cart,41:04.4,2163
e6624cbe-4260-4741-9d08-86749837bfae,cb632616-656e-4cbf-968d-bcce3d2c4781,2e1a3d22-2a05-4b6e-bfd8-4b5d5dab3009,00167db7-011a-422f-8a09-5468fbc107b0,view,45:14.0,10400
92bfe0e4-318a-49f5-8a0e-6b54ab538dc3,712fae55-f25c-4aa7-b312-6c4486c4bb31,daa08f70-8807-486e-b9fe-f8cc961016a2,0019acbf-8009-40ca-854b-2835b9978aa1,view,52:32.0,12547
a42870e8-7d39-408f-97cb-f1435616b5e8,712fae55-f25c-4aa7-b312-6c4486c4bb31,111606d4-51dd-4751-b620-03fca7a12881,0019acbf-8009-40ca-854b-2835b9978aa1,view,52:49.6,6191
3e2b103f-b1e4-4e09-8932-1fbe514e40f8,712fae55-f25c-4aa7-b312-6c4486c4bb31,111606d4-51dd-4751-b620-03fca7a12881,0019acbf-8009-40ca-854b-2835b9978aa1,view,52:49.6,6191
43e57700-6cb5-4924-a3dd-00a429d4cc81,712fae55-f25c-4aa7-b312-6c4486c4bb31,c2e39751-db17-424f-8d71-61ec7ecad424,0019acbf-8009-40ca-854b-2835b9978aa1,view,53:07.1,14643
a7e896fd-185e-44c5-a36e-0a0cc2f65c9f,712fae55-f25c-4aa7-b312-6c4486c4bb31,277bceef-c970-496f-bac5-e3465630acfe,0019acbf-8009-40ca-854b-2835b9978aa1,view,53:29.1,5308
54f3cdc0-e465-42be-9386-83dab5398bc8,f882d502-e306-455e-a33c-c43eff191852,38a8eed8-1628-47df-a1b8-cad63728f040,001c36b6-293f-4107-8c62-123a582502c4,view,17:44.0,40525
6586b066-bebe-4bd0-a072-a67748f61cbc,f882d502-e306-455e-a33c-c43eff191852,341db25d-1cfb-4b01-8303-070a169d0c56,001c36b6-293f-4107-8c62-123a582502c4,view,18:55.9,156449
6847b327-ffad-44e1-b250-1990825a533a,f882d502-e306-455e-a33c-c43eff191852,341db25d-1cfb-4b01-8303-070a169d0c56,001c36b6-293f-4107-8c62-123a582502c4,click,21:45.4,2224
9f2abf3e-fb04-4e4f-a8a1-48196164d59e,f882d502-e306-455e-a33c-c43eff191852,714a692d-b204-4b27-a002-d658f510d3df,001c36b6-293f-4107-8c62-123a582502c4,add_to_cart,22:22.1,3388
5186c9c0-933e-43db-ae75-8fa3ee3a86f1,c019cd45-f14a-4465-aa9d-920185972c4d,eccc757e-5fbb-4601-84c8-d947bf6b76da,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,view,33:44.0,22599
659c9163-2293-47ae-8142-59a0f6c9eb42,c019cd45-f14a-4465-aa9d-920185972c4d,25a6c99c-d63c-4697-91ef-744b7879d605,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,view,34:33.8,44085
0b6e3389-ec87-4ebd-905b-c1fe67e6c936,c019cd45-f14a-4465-aa9d-920185972c4d,6e9b539a-77ad-4307-acb5-f558f8b5cc6f,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,view,36:05.8,19963
86fb0c2b-9d3d-4f3e-9a09-57c733940988,c019cd45-f14a-4465-aa9d-920185972c4d,1660a6f2-7ef5-4f47-a4aa-e917f41e014e,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,add_to_cart,36:34.5,30563
a036fbb4-9c11-4ca2-8c14-f0d6da2ebad4,c019cd45-f14a-4465-aa9d-920185972c4d,1660a6f2-7ef5-4f47-a4aa-e917f41e014e,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,remove_from_cart,37:17.6,7670
db62d9fe-cd3f-470b-8e50-192ecdc1f41e,c019cd45-f14a-4465-aa9d-920185972c4d,6e9b539a-77ad-4307-acb5-f558f8b5cc6f,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,view,37:56.7,15540
1ea16d0c-c177-40a3-8ccc-422c242fb162,c019cd45-f14a-4465-aa9d-920185972c4d,1e7c79d1-0a00-4d37-b3e1-2f6262900884,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,view,39:10.7,10388
b2d71da1-b80f-4279-8d19-f068e204bf0d,c019cd45-f14a-4465-aa9d-920185972c4d,0a337711-3362-422b-918b-b36bf81feccb,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,view,40:40.0,11293
8f221cbe-32ce-4391-9e12-f6e408af867c,c019cd45-f14a-4465-aa9d-920185972c4d,6e9b539a-77ad-4307-acb5-f558f8b5cc6f,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,view,42:13.2,4219
ab7f8065-5067-4ff9-9a7d-2ba5fca638aa,c019cd45-f14a-4465-aa9d-920185972c4d,58fd8edb-60ef-4856-bf1f-644ffc133d12,001ec7e4-c0ed-4b5d-b1d5-a5bc328e8320,click,42:42.4,2272
ce64009d-8923-4d18-9f2b-464729994efd,a2814252-bd34-4900-b527-fb6e8acbb7bd,76dbc26a-427f-4433-9bb5-43dddd1adbcd,002027d3-6383-4dd8-9f82-3725f2c99272,view,40:30.0,62723
1e2de519-66cb-43a6-b6fb-d9f8e3a3abef,a2814252-bd34-4900-b527-fb6e8acbb7bd,854f59a0-38d4-4e20-b346-43eca5ccb8cb,002027d3-6383-4dd8-9f82-3725f2c99272,add_to_cart,41:41.7,1086
76052489-64b2-4d5d-8119-bb2ec5fc6368,a2814252-bd34-4900-b527-fb6e8acbb7bd,854f59a0-38d4-4e20-b346-43eca5ccb8cb,002027d3-6383-4dd8-9f82-3725f2c99272,remove_from_cart,45:58.3,1977
1a63345d-fe64-441f-8f81-acad357117ae,a2814252-bd34-4900-b527-fb6e8acbb7bd,8d311d0f-0ab3-44ee-a2f4-6d5d3f76787f,002027d3-6383-4dd8-9f82-3725f2c99272,add_to_cart,46:45.2,8796
e6afb323-31cf-4be3-9b13-12bbfeb123a9,3980e868-1771-4c5c-8729-a2c77ee6ef86,aab3742e-1f9c-4aee-92e7-02bdd298eacd,0020801a-f921-4f58-a40c-3aad40e36410,view,22:55.0,6119
4c55e29d-c2b1-4f34-bd07-ac9c2c870ecd,3980e868-1771-4c5c-8729-a2c77ee6ef86,4adc622b-3ed0-49b5-bf25-14d639a2d82c,0020801a-f921-4f58-a40c-3aad40e36410,add_to_cart,24:01.0,14024
f74b8ee8-80e3-4613-b78a-ed04f6c8c06d,306b1d72-e7aa-4deb-a6cc-4de4810760c1,fecb152a-d3b4-4040-8066-d3df28a8b107,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,view,30:56.0,32887
1388becd-2077-48ee-940b-06c6883b96da,306b1d72-e7aa-4deb-a6cc-4de4810760c1,eaaf2b74-b09a-4bf5-b0b2-09021044cab8,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,add_to_wishlist,31:31.7,31325
6fa6173e-7050-4f4f-8c7d-db0b20e2f47e,306b1d72-e7aa-4deb-a6cc-4de4810760c1,eaaf2b74-b09a-4bf5-b0b2-09021044cab8,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,remove_from_wishlist,32:09.5,1694
7f2f6745-47ab-4e93-8307-596d1cfb887d,306b1d72-e7aa-4deb-a6cc-4de4810760c1,6add0373-574c-4f34-a3f8-25faf48f544d,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,view,32:35.2,8714
21e332c1-4568-4f33-bcf5-54f3b87f8ab1,306b1d72-e7aa-4deb-a6cc-4de4810760c1,eaaf2b74-b09a-4bf5-b0b2-09021044cab8,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,view,32:43.9,18138
e4dd7d47-86c7-47d6-9c93-1884d2462f2f,306b1d72-e7aa-4deb-a6cc-4de4810760c1,66f61e44-9b3f-49ec-9f06-c97130ce94d2,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,view,33:22.4,38529
bfc9a580-da8c-44eb-9c52-f17e72a8da66,306b1d72-e7aa-4deb-a6cc-4de4810760c1,f81e1fd5-a01b-4fbe-81d6-5dc5ab19b03c,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,view,34:02.4,55466
bcb42b58-736a-4ab3-9dd3-85665ec7c894,306b1d72-e7aa-4deb-a6cc-4de4810760c1,eaaf2b74-b09a-4bf5-b0b2-09021044cab8,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,view,35:20.3,12820
36b258c2-ea90-4619-8a57-b6ab04f8dc7d,306b1d72-e7aa-4deb-a6cc-4de4810760c1,c188d0e8-e8fd-41fc-998c-5614e2a08d5c,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,view,35:37.2,48501
e6456974-b06a-419e-8b7f-9be6239f65a9,306b1d72-e7aa-4deb-a6cc-4de4810760c1,db62d281-8a73-4fbb-96fb-28cf2ba7a970,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,click,36:32.8,3782
f77cb1d7-0200-4bb3-aa0d-a52ba994a9e1,306b1d72-e7aa-4deb-a6cc-4de4810760c1,eaaf2b74-b09a-4bf5-b0b2-09021044cab8,00243b86-57a5-44d8-a9f7-7c66b84bcb7a,add_to_cart,36:48.5,29660
27db3223-c2b1-469c-9432-cad6fd11bd0c,b4a50498-0c90-4534-b9fc-bdd04677c731,d79fb878-dfb7-45b4-9d71-f14697dbddc7,002d28c1-87a3-4f80-9e7e-e158cab689f4,view,49:07.0,72068
a008712b-de74-4e13-80f1-15a92cdd3aba,b4a50498-0c90-4534-b9fc-bdd04677c731,d79fb878-dfb7-45b4-9d71-f14697dbddc7,002d28c1-87a3-4f80-9e7e-e158cab689f4,view,50:19.1,8697
7bfa0a39-7fd9-4cb1-b8ed-ab5fe6411f29,b4a50498-0c90-4534-b9fc-bdd04677c731,3a93bfbb-fabf-4085-b8bf-cd44a74ec4cc,002d28c1-87a3-4f80-9e7e-e158cab689f4,view,50:27.8,236518
ac72525a-507b-4935-9802-00e2f4c37a4d,b4a50498-0c90-4534-b9fc-bdd04677c731,25a6c99c-d63c-4697-91ef-744b7879d605,002d28c1-87a3-4f80-9e7e-e158cab689f4,click,54:24.3,839
3c5614a6-6455-45ec-83a9-089863c9357c,b4a50498-0c90-4534-b9fc-bdd04677c731,25a6c99c-d63c-4697-91ef-744b7879d605,002d28c1-87a3-4f80-9e7e-e158cab689f4,click,54:24.3,839
08b93784-178d-4c43-bcd1-21be95244f75,b4a50498-0c90-4534-b9fc-bdd04677c731,b1a8533d-7d06-48ae-b1d2-02a39ad1c623,002d28c1-87a3-4f80-9e7e-e158cab689f4,click,54:25.1,2170
37f15477-751e-4c2d-8430-9caa38c935fc,b4a50498-0c90-4534-b9fc-bdd04677c731,25a6c99c-d63c-4697-91ef-744b7879d605,002d28c1-87a3-4f80-9e7e-e158cab689f4,add_to_cart,54:27.3,120000
a62d5dc5-94b1-4e27-9cc4-73b9394bd32a,b4a50498-0c90-4534-b9fc-bdd04677c731,dbe68f3f-99a8-4ef2-a103-908a6fca244d,002d28c1-87a3-4f80-9e7e-e158cab689f4,add_to_cart,56:27.3,10375
09546831-d972-4c76-9321-596ee0fe73b2,769724da-80ad-4a31-a946-9ec733f1fcad,3b27636c-a2bd-4c64-b03c-ac8bf64ce0bc,002d3d40-ad01-4f86-8a60-28308d4440ca,view,08:59.0,17380
150e420d-1991-4fd3-a139-690bc74a1768,769724da-80ad-4a31-a946-9ec733f1fcad,29bd55a5-5ba9-4ddb-abf7-a7e11113e713,002d3d40-ad01-4f86-8a60-28308d4440ca,click,09:20.9,8174
8f5fb6b4-0313-473e-8c24-75e181338d98,769724da-80ad-4a31-a946-9ec733f1fcad,6d7c422e-e9bc-432a-98f7-7c8829437f0b,002d3d40-ad01-4f86-8a60-28308d4440ca,click,09:37.2,1661
d61caa4f-7252-401d-bb3d-52bd23b0c8ea,769724da-80ad-4a31-a946-9ec733f1fcad,920a8047-d219-4f21-bf1e-9904f1097bad,002d3d40-ad01-4f86-8a60-28308d4440ca,add_to_wishlist,09:40.4,15876
3f62a1ec-ba63-49e4-bd57-8b7f494510b3,769724da-80ad-4a31-a946-9ec733f1fcad,920a8047-d219-4f21-bf1e-9904f1097bad,002d3d40-ad01-4f86-8a60-28308d4440ca,remove_from_wishlist,09:56.3,1926
42c6a44f-1820-45db-bfe2-aec736f08051,769724da-80ad-4a31-a946-9ec733f1fcad,43a517c2-190a-4bc1-b77b-4d88936ee641,002d3d40-ad01-4f86-8a60-28308d4440ca,click,10:03.3,3932
a5d5099f-f1c2-4a4a-9343-e9a598fbb6c4,769724da-80ad-4a31-a946-9ec733f1fcad,fb249de3-d64f-4b3c-88c8-623a3addd73f,002d3d40-ad01-4f86-8a60-28308d4440ca,view,10:14.4,20901
cc161836-19da-4bc0-81e6-b4f6f55baeb9,769724da-80ad-4a31-a946-9ec733f1fcad,fb249de3-d64f-4b3c-88c8-623a3addd73f,002d3d40-ad01-4f86-8a60-28308d4440ca,view,10:14.4,20901
c2f25730-f03c-49bc-bbd3-e53bd2d5771a,769724da-80ad-4a31-a946-9ec733f1fcad,43a517c2-190a-4bc1-b77b-4d88936ee641,002d3d40-ad01-4f86-8a60-28308d4440ca,click,11:36.0,5894
3cbb5843-0b1c-42bd-9d70-6009843a6806,769724da-80ad-4a31-a946-9ec733f1fcad,3b27636c-a2bd-4c64-b03c-ac8bf64ce0bc,002d3d40-ad01-4f86-8a60-28308d4440ca,add_to_cart,11:46.6,3986
605d13d5-936c-41bb-9760-3d2108257599,769724da-80ad-4a31-a946-9ec733f1fcad,e83f78c2-e13c-4f66-a63b-27b3dc5348e5,002d3d40-ad01-4f86-8a60-28308d4440ca,click,12:01.0,7242
7d91dc43-ba98-4715-ae99-9a3bb74d47c4,769724da-80ad-4a31-a946-9ec733f1fcad,3b27636c-a2bd-4c64-b03c-ac8bf64ce0bc,002d3d40-ad01-4f86-8a60-28308d4440ca,add_to_cart,12:10.1,16188
fa656a6a-9f54-4ac8-a419-89a98047b24d,769724da-80ad-4a31-a946-9ec733f1fcad,3b27636c-a2bd-4c64-b03c-ac8bf64ce0bc,002d3d40-ad01-4f86-8a60-28308d4440ca,remove_from_cart,12:41.2,2031
b6084a2c-5692-4c09-8282-e5e9c58d64cf,769724da-80ad-4a31-a946-9ec733f1fcad,3b27636c-a2bd-4c64-b03c-ac8bf64ce0bc,002d3d40-ad01-4f86-8a60-28308d4440ca,add_to_cart,12:55.9,10782
5e13878d-fcb6-4ed2-9cce-c2a50929f8d3,ab116077-9f70-4185-b95c-63f5a2fb370f,47fa2b1f-bc05-45c7-8bca-b528774942f0,002dfc40-7b78-4850-888c-7e2788117e53,view,47:46.0,12242
59e24635-af7d-4021-a8eb-c4312ad8eabd,ab116077-9f70-4185-b95c-63f5a2fb370f,5d836ef6-20f0-47c1-9a54-791a4bfeded1,002dfc40-7b78-4850-888c-7e2788117e53,view,48:12.8,55204
8ca168de-89ad-4ca0-9024-3ad4da51dc72,e31658ad-70a9-4c51-91af-9f0b9bda8ad2,3a54d223-2e18-4960-b91a-e4a68ae293fc,0037ce18-9227-44c6-92e5-c2bdb715f24f,view,12:52.0,22013
c64290aa-e988-40c5-bd65-2dd0f4d692d6,e31658ad-70a9-4c51-91af-9f0b9bda8ad2,76dbc26a-427f-4433-9bb5-43dddd1adbcd,0037ce18-9227-44c6-92e5-c2bdb715f24f,view,19:36.9,36478
34e67766-cf11-437f-9627-ad834ac9faff,67391738-8399-4fdb-be4a-2f17dd5f43c5,c0e91f99-9cb4-4ee4-8ccc-06c6bb4f73a5,003933ad-44ac-4a6b-9f41-09010c3c195f,view,24:18.0,32926
5d3907a9-74a3-483e-993f-73c89359d994,67391738-8399-4fdb-be4a-2f17dd5f43c5,db631d35-ff3a-4c56-89f8-423c58983a9b,003933ad-44ac-4a6b-9f41-09010c3c195f,add_to_wishlist,25:24.0,7039
578f156b-d3b7-4d19-8f68-fc177307d68c,67391738-8399-4fdb-be4a-2f17dd5f43c5,b47d09df-cbf3-4a7e-a7dc-3d8fba9ede4c,003933ad-44ac-4a6b-9f41-09010c3c195f,add_to_cart,25:46.1,18683
803c80c6-3bd4-43e7-8ff9-e543f980da51,a51073d2-42dc-4be3-ba22-81dc21adfd82,f81e1fd5-a01b-4fbe-81d6-5dc5ab19b03c,003de451-f925-43be-8001-a366bb7ad0ba,view,24:53.0,3946
1d9d1c49-4ed4-47af-b1e2-b36c1e278ccc,a51073d2-42dc-4be3-ba22-81dc21adfd82,f81e1fd5-a01b-4fbe-81d6-5dc5ab19b03c,003de451-f925-43be-8001-a366bb7ad0ba,click,25:30.6,4388
44175bd9-87bb-4858-8b9b-bd47f233b00a,a51073d2-42dc-4be3-ba22-81dc21adfd82,f81e1fd5-a01b-4fbe-81d6-5dc5ab19b03c,003de451-f925-43be-8001-a366bb7ad0ba,click,27:23.1,2706
4fda51e8-40a2-498d-abbb-6a19fe90513e,a51073d2-42dc-4be3-ba22-81dc21adfd82,f81e1fd5-a01b-4fbe-81d6-5dc5ab19b03c,003de451-f925-43be-8001-a366bb7ad0ba,add_to_cart,28:12.8,7997
8f5f1b79-3495-40e9-af0c-b0abbaa060be,a51073d2-42dc-4be3-ba22-81dc21adfd82,f81e1fd5-a01b-4fbe-81d6-5dc5ab19b03c,003de451-f925-43be-8001-a366bb7ad0ba,add_to_cart,29:59.6,14349
1362723f-ce4d-4ed8-adf9-b5df1bd5e77c,d669cbc4-2606-49ef-b643-b902b1f0b196,26fa0037-c745-4789-8a44-9f3dfb7f25f7,003fc1af-ae18-4436-acd7-e4936459c620,view,59:19.0,27186
d3be179d-48ac-4d55-b8ae-88c03d27a739,d669cbc4-2606-49ef-b643-b902b1f0b196,0857a785-124c-4ae7-955f-8263d5a38c0b,003fc1af-ae18-4436-acd7-e4936459c620,view,00:10.3,41884
3ec657f0-e0db-4bfb-9d87-54257146941a,d669cbc4-2606-49ef-b643-b902b1f0b196,af3bccbc-763f-4162-a178-bf20bfaeccba,003fc1af-ae18-4436-acd7-e4936459c620,view,00:56.7,17990
6c98bae8-589f-414e-8465-701462f76c67,d669cbc4-2606-49ef-b643-b902b1f0b196,0857a785-124c-4ae7-955f-8263d5a38c0b,003fc1af-ae18-4436-acd7-e4936459c620,add_to_wishlist,01:16.9,17244
109a48dc-bc8a-4a7f-86df-878367080d61,d669cbc4-2606-49ef-b643-b902b1f0b196,0857a785-124c-4ae7-955f-8263d5a38c0b,003fc1af-ae18-4436-acd7-e4936459c620,remove_from_wishlist,01:40.6,2696
752a4797-b8d8-4d26-8ec2-dc1ce5cf05cf,d669cbc4-2606-49ef-b643-b902b1f0b196,af3bccbc-763f-4162-a178-bf20bfaeccba,003fc1af-ae18-4436-acd7-e4936459c620,view,02:46.0,46851
637d9654-bf1f-4c1a-a075-c14ff2d602a5,d669cbc4-2606-49ef-b643-b902b1f0b196,6de47591-d28c-45c7-8b9f-77b946d53172,003fc1af-ae18-4436-acd7-e4936459c620,click,03:38.2,6065
ce36fbcb-a957-4388-8717-b8cf3041685a,d669cbc4-2606-49ef-b643-b902b1f0b196,af3bccbc-763f-4162-a178-bf20bfaeccba,003fc1af-ae18-4436-acd7-e4936459c620,add_to_cart,04:07.2,51072
6a0b8b87-a43a-4394-bd4b-a1b2ced41bff,c41a3201-6f53-4873-bd29-ab7916ffe7a1,dbe68f3f-99a8-4ef2-a103-908a6fca244d,00406da9-aacb-42e0-8037-da36d76407ef,view,55:07.0,46322
6d443cf3-da29-4274-80d6-36c0ff8f60db,c41a3201-6f53-4873-bd29-ab7916ffe7a1,775a6dea-7ab2-4918-87c1-6d53d8724d27,00406da9-aacb-42e0-8037-da36d76407ef,click,56:34.9,7400
33550257-b9a7-4bc6-9791-60a555e9071b,c41a3201-6f53-4873-bd29-ab7916ffe7a1,dbe68f3f-99a8-4ef2-a103-908a6fca244d,00406da9-aacb-42e0-8037-da36d76407ef,add_to_wishlist,57:18.9,15646
